K=16.842555122238878 N=18612 kv=15.798600394191089 o=0.2568991910011608 tau=1.1397370129023308 tauv=1.142554837892887 v=0.2084228450404802
K=16.842555122238878 N=18612 kv=15.836980813133355 o=0.19593099472366723 tau=1.2409650324776893 tauv=1.2215106690397979 v=0.19586149393392988
K=16.842555122238878 N=18612 kv=15.804533609272694 o=0.2437311950424677 tau=1.1375235673001145 tauv=1.1378154179054167 v=0.22524864416493162
K=16.842555122238878 N=18612 kv=15.841782485826498 o=0.26803659821581166 tau=1.2608211274809031 tauv=1.2732835098414939 v=0.1821913455292988
K=16.842555122238878 N=18612 kv=15.777401869881222 o=0.24221888278577758 tau=1.1479425478279413 tauv=1.1427743247280413 v=0.18105943194863067
K=16.842555122238878 N=18612 kv=15.805180044647177 o=0.19861743049724848 tau=1.1445033884591012 tauv=1.133695311000548 v=0.23253301236113824
K=16.842555122238878 N=18612 kv=15.821759751630012 o=0.2455339789186365 tau=1.2124326035789292 tauv=1.2082534630528405 v=0.20223317841030297
K=16.842555122238878 N=18612 kv=15.84275809960314 o=0.25608141159651066 tau=1.2780249002753579 tauv=1.2745258911640505 v=0.1815475292980489
K=16.842555122238878 N=18612 kv=15.810289768170312 o=0.23697049984653082 tau=1.1618831071461198 tauv=1.1549721250667753 v=0.18665404056991464
K=16.842555122238878 N=18612 kv=15.797574571543288 o=0.2424559532710591 tau=1.1364356760929126 tauv=1.138844912351507 v=0.20732013915183248
K=16.842555122238878 N=18612 kv=15.7934329916454 o=0.20465758340337334 tau=1.1548370430247221 tauv=1.1568205761439867 v=0.20596386744902784
K=16.842555122238878 N=18612 kv=15.840489673197153 o=0.23310936163465962 tau=1.2248933461109146 tauv=1.2305793900856603 v=0.1994161433759003
K=16.842555122238878 N=18612 kv=15.775966883317137 o=0.27716973956001617 tau=1.0864449490929167 tauv=1.0796234285692439 v=0.19822114213358538
K=16.842555122238878 N=18612 kv=15.804533609272694 o=0.24441334095860273 tau=1.1357756844569638 tauv=1.1378154179054167 v=0.2045965291692464
K=16.842555122238878 N=18612 kv=15.82382278875434 o=0.23996070338229236 tau=1.2255084494385966 tauv=1.2317882233729829 v=0.19642824666291125
K=16.842555122238878 N=18612 kv=15.804533609272694 o=0.24303863912667764 tau=1.1357354687861922 tauv=1.1378154179054167 v=0.22119450321940481
K=16.842555122238878 N=18612 kv=15.841782485826498 o=0.26484167800668057 tau=1.2629039546652934 tauv=1.2732835098414939 v=0.19881214237496225
K=16.842555122238878 N=18612 kv=15.785552757024966 o=0.2350104325197011 tau=1.1348815613639749 tauv=1.1406882945381343 v=0.19454355007050564
K=16.842555122238878 N=18612 kv=15.824214027958458 o=0.2518308538768988 tau=1.2253547115072247 tauv=1.2382567169177214 v=0.17466193913787353
K=16.842555122238878 N=18612 kv=15.819148905430428 o=0.22673194769796273 tau=1.244252786750658 tauv=1.2472901020671703 v=0.1898595970670062
K=16.842555122238878 N=18612 kv=15.805180044647177 o=0.21660340267748848 tau=1.1338857557159914 tauv=1.133695311000548 v=0.23716360065721753
K=16.842555122238878 N=18612 kv=15.79634786133912 o=0.27733216531658367 tau=1.1738422711689394 tauv=1.1509262084012561 v=0.2145493492935486
K=16.842555122238878 N=18612 kv=15.824214027958458 o=0.25981106840325485 tau=1.2452351667373625 tauv=1.2382567169177214 v=0.18225387394350234
K=16.842555122238878 N=18612 kv=15.79793433793235 o=0.25049826882807386 tau=1.1283213518401585 tauv=1.123295509330902 v=0.21622178339977363
