K=17.576460551333007 N=18856 kv=16.4293507577492 o=0.2587732409072051 tau=1.2595243811645263 tauv=1.2595251942712393 v=0.22446409767613798
K=17.576460551333007 N=18856 kv=16.415437625314645 o=0.22937171806246767 tau=1.2279171925449313 tauv=1.215844263077532 v=0.20254118813092756
K=17.576460551333007 N=18856 kv=16.419255771927485 o=0.3081719005686915 tau=1.273713080576118 tauv=1.2629162593623264 v=0.20421408878211772
K=17.576460551333007 N=18856 kv=16.387511649055064 o=0.2935547228434632 tau=1.2413171502314135 tauv=1.2534456141973591 v=0.15593231281937353
K=17.576460551333007 N=18856 kv=16.40277015690294 o=0.23152495329924946 tau=1.2256115609594622 tauv=1.2261605967744176 v=0.19752233858513
K=17.576460551333007 N=18856 kv=16.412177482964758 o=0.27359535774175725 tau=1.2293092718265166 tauv=1.230515275934828 v=0.1758935821347114
K=17.576460551333007 N=18856 kv=16.423136031929854 o=0.22432360492546757 tau=1.2359486692570343 tauv=1.24822672706346 v=0.1920849435318032
K=17.576460551333007 N=18856 kv=16.415437625314645 o=0.21878513030599075 tau=1.2166126548097642 tauv=1.215844263077532 v=0.19220719022872634
K=17.576460551333007 N=18856 kv=16.42825016498957 o=0.2679954198017124 tau=1.3053116271082228 tauv=1.293060976031705 v=0.16760095569277425
K=17.576460551333007 N=18856 kv=16.38327207102632 o=0.1987671363943603 tau=1.23008278205816 tauv=1.221546522367791 v=0.19827791260560107
K=17.576460551333007 N=18856 kv=16.430173501394957 o=0.25202123084125855 tau=1.284338733613714 tauv=1.2844063776287096 v=0.19535650533948434
K=17.576460551333007 N=18856 kv=16.430173501394957 o=0.2270565814378103 tau=1.2843545979144648 tauv=1.2844063776287096 v=0.20443618164758431
K=17.576460551333007 N=18856 kv=16.410349829337154 o=0.23645193349579258 tau=1.2664291214720325 tauv=1.2529185827798066 v=0.17847924376129343
K=17.576460551333007 N=18856 kv=16.4293507577492 o=0.26863764916434774 tau=1.2545941598259707 tauv=1.2595251942712393 v=0.20309890798073416
K=17.576460551333007 N=18856 kv=16.384318883116517 o=0.2625539151610952 tau=1.2587136933141656 tauv=1.260916929386379 v=0.1507348476876767
K=17.576460551333007 N=18856 kv=16.410349829337154 o=0.24151761430912125 tau=1.2484434813127172 tauv=1.2529185827798066 v=0.18280484473106923
K=17.576460551333007 N=18856 kv=16.409558815269733 o=0.18301637345816787 tau=1.263124632984145 tauv=1.258510358690833 v=0.20136839126534284
K=17.576460551333007 N=18856 kv=16.402239173483927 o=0.24265852158275175 tau=1.2077058796307103 tauv=1.2151254489757317 v=0.18429161882368306
K=17.576460551333007 N=18856 kv=16.379945791895434 o=0.26460228047810275 tau=1.2171993374343106 tauv=1.2359354534828524 v=0.17645238558242826
K=17.576460551333007 N=18856 kv=16.41633071178903 o=0.3177080528034265 tau=1.2879293864690544 tauv=1.2956414208148137 v=0.18959343749286278
K=17.576460551333007 N=18856 kv=16.421836092551747 o=0.26980271681168505 tau=1.2528616371530743 tauv=1.251107105476475 v=0.19033215305763687
K=17.576460551333007 N=18856 kv=16.402239173483927 o=0.2497932707987843 tau=1.201798346850075 tauv=1.2151254489757317 v=0.1944457379003472
K=17.576460551333007 N=18856 kv=16.423186724845756 o=0.23161503851052603 tau=1.2598298950473243 tauv=1.2576033035075627 v=0.1761731252937655
K=17.576460551333007 N=18856 kv=16.38823512431391 o=0.2585038107426339 tau=1.2502408326833363 tauv=1.2431201487409849 v=0.158355476591222
K=17.576460551333007 N=18856 kv=16.412374682512333 o=0.23270080887721373 tau=1.2361696396342008 tauv=1.230007642290919 v=0.2316130204085268
K=17.576460551333007 N=18856 kv=16.402366216866916 o=0.2183411511630904 tau=1.2534409594558633 tauv=1.2534409594558633 v=0.1831185791603713
K=17.576460551333007 N=18856 kv=16.386515363738916 o=0.2642694484476164 tau=1.2623812338040805 tauv=1.2623812338040805 v=0.16472898800547847
K=17.576460551333007 N=18856 kv=16.39350413204939 o=0.24354669951308008 tau=1.243424772085895 tauv=1.243424772085895 v=0.17461998029331188
K=17.576460551333007 N=18856 kv=16.412177482964758 o=0.25749565617149317 tau=1.230515275934828 tauv=1.230515275934828 v=0.18584927464303988
K=17.576460551333007 N=18856 kv=16.40171803664232 o=0.2188999365947938 tau=1.2344695728992487 tauv=1.2344695728992487 v=0.18725316674420792
K=17.576460551333007 N=18856 kv=16.410349829337154 o=0.24411581004683347 tau=1.2529185827798066 tauv=1.2529185827798066 v=0.18039917801441874
K=17.576460551333007 N=18856 kv=16.401575542399872 o=0.2631801396693807 tau=1.201028011860297 tauv=1.201028011860297 v=0.1862512754301677
K=17.576460551333007 N=18856 kv=16.424849467538227 o=0.22330285002556555 tau=1.2409390131378593 tauv=1.2409390131378593 v=0.2143419578309109
K=17.576460551333007 N=18856 kv=16.410349829337154 o=0.24411581004683347 tau=1.2529185827798066 tauv=1.2529185827798066 v=0.18039917801441874
K=17.576460551333007 N=18856 kv=16.420301381481377 o=0.22928311328489295 tau=1.224062027641949 tauv=1.224062027641949 v=0.20677295648562632
K=17.576460551333007 N=18856 kv=16.419073399483338 o=0.26289364376553465 tau=1.2460725459539885 tauv=1.2460725459539885 v=0.18644497354337106
K=17.576460551333007 N=18856 kv=16.398056390546735 o=0.23088946277988673 tau=1.2505087471173422 tauv=1.2505087471173422 v=0.17812189788108945
K=17.576460551333007 N=18856 kv=16.42289907441829 o=0.2301373278169923 tau=1.2389066714755694 tauv=1.2389066714755694 v=0.19924812935778355
K=17.576460551333007 N=18856 kv=16.412797812077688 o=0.24428816413470128 tau=1.239288723500202 tauv=1.239288723500202 v=0.18555369576922032
K=17.576460551333007 N=18856 kv=16.39607004586202 o=0.24685156088662086 tau=1.2587423145019137 tauv=1.2587423145019137 v=0.17197809849579293
K=17.576460551333007 N=18856 kv=16.41008645037485 o=0.3157275763097786 tau=1.276398308089448 tauv=1.276398308089448 v=0.17696887652311516
K=17.576460551333007 N=18856 kv=16.41224743986147 o=0.25125435812787633 tau=1.217083569172797 tauv=1.217083569172797 v=0.22173574414429764
K=17.576460551333007 N=18856 kv=16.342076513782118 o=0.24664942759629213 tau=1.2286296651901005 tauv=1.2286296651901005 v=0.160475309169446
K=17.576460551333007 N=18856 kv=16.40885242766139 o=0.26167784336653255 tau=1.2150000343837584 tauv=1.2150000343837584 v=0.18796676266208567
K=17.576460551333007 N=18856 kv=16.440243763807626 o=0.24166024582264667 tau=1.2862518645049204 tauv=1.2862518645049204 v=0.19772268734539228
K=17.576460551333007 N=18856 kv=16.419073399483338 o=0.26289364376553465 tau=1.2460725459539885 tauv=1.2460725459539885 v=0.18644497354337106
K=17.576460551333007 N=18856 kv=16.39000625025588 o=0.25653226326780626 tau=1.2191850182836166 tauv=1.2191850182836166 v=0.17555795780691644
K=17.576460551333007 N=18856 kv=16.401575542399872 o=0.2631801396693807 tau=1.201028011860297 tauv=1.201028011860297 v=0.1862512754301677
K=17.576460551333007 N=18856 kv=16.342076513782118 o=0.24664942759629213 tau=1.2286296651901005 tauv=1.2286296651901005 v=0.160475309169446
K=17.576460551333007 N=18856 kv=16.40502104154914 o=0.21625814835217938 tau=1.2452452573269333 tauv=1.2452452573269333 v=0.1871745500577361
K=17.576460551333007 N=18856 kv=16.373194047469052 o=0.2294115522216065 tau=1.2464385115065904 tauv=1.2464385115065904 v=0.17044403785580747
K=17.576460551333007 N=18856 kv=16.382359384108018 o=0.23027423490125165 tau=1.2423806700822029 tauv=1.2423806700822029 v=0.1738914907034056
K=17.576460551333007 N=18856 kv=16.406695894066115 o=0.26603725953555896 tau=1.197861415238601 tauv=1.197861415238601 v=0.19281241141022173
K=17.576460551333007 N=18856 kv=16.412177482964758 o=0.25749565617149317 tau=1.230515275934828 tauv=1.230515275934828 v=0.18584927464303988
K=17.576460551333007 N=18856 kv=16.41633071178903 o=0.31931287033111483 tau=1.2956414208148137 tauv=1.2956414208148137 v=0.18868920094122837
K=17.576460551333007 N=18856 kv=16.433828866601168 o=0.25634225733863264 tau=1.2700212587158164 tauv=1.2700212587158164 v=0.19688090345092774
