K=17.550895113930405 N=18815 kv=16.37781803728621 o=0.20767905586652277 tau=1.26147448467197 tauv=1.2722497911455362 v=0.18372372571162554
K=17.550895113930405 N=18815 kv=16.381323405237662 o=0.17419283153634652 tau=1.35863947040053 tauv=1.3616383219348331 v=0.17859235278499358
K=17.550895113930405 N=18815 kv=16.409340668334192 o=0.25504213445458906 tau=1.3178157525872878 tauv=1.3235725623431978 v=0.20225864444392833
K=17.550895113930405 N=18815 kv=16.405295974967647 o=0.25031021859038083 tau=1.3181331438414536 tauv=1.3099461951942508 v=0.1998897010729374
K=17.550895113930405 N=18815 kv=16.41746956793304 o=0.20820287728160994 tau=1.3410969599018292 tauv=1.3443425796559152 v=0.19756317202337678
K=17.550895113930405 N=18815 kv=16.40942815132363 o=0.20769946168585193 tau=1.3316681606151939 tauv=1.3275201932274585 v=0.17268450890757897
K=17.550895113930405 N=18815 kv=16.405295974967647 o=0.23506798382029423 tau=1.326191049352405 tauv=1.3099461951942508 v=0.21237288246338712
K=17.550895113930405 N=18815 kv=16.419307007922477 o=0.2223577022789879 tau=1.3478908596249914 tauv=1.3516077758121876 v=0.20109558547542142
K=17.550895113930405 N=18815 kv=16.34585498560461 o=0.22399645959808237 tau=1.275010358810528 tauv=1.27257899462745 v=0.16812698657678046
K=17.550895113930405 N=18815 kv=16.39502315225533 o=0.23663402176943202 tau=1.291295797439322 tauv=1.2872072921479785 v=0.19707356190045033
K=17.550895113930405 N=18815 kv=16.405950749269028 o=0.23597354429397116 tau=1.2987805859847725 tauv=1.306191070530006 v=0.23639564178483707
K=17.550895113930405 N=18815 kv=16.403450281149816 o=0.22346118127825004 tau=1.3287766155784122 tauv=1.3178747321305768 v=0.17781827236865677
K=17.550895113930405 N=18815 kv=16.398878695560455 o=0.2050075002130214 tau=1.3182955540227903 tauv=1.3163839366932568 v=0.18211618298549254
K=17.550895113930405 N=18815 kv=16.39986916399004 o=0.2212453652579421 tau=1.2792643335815561 tauv=1.2862502290832034 v=0.19175208936424104
K=17.550895113930405 N=18815 kv=16.34585498560461 o=0.21643130790672524 tau=1.2802334054808668 tauv=1.27257899462745 v=0.16872297472262
K=17.550895113930405 N=18815 kv=16.3797303462455 o=0.20357458662965744 tau=1.3444202469765456 tauv=1.3382164048690726 v=0.17589992323908224
K=17.550895113930405 N=18815 kv=16.419307007922477 o=0.20650400680639808 tau=1.342040100122795 tauv=1.3516077758121876 v=0.23206024114439405
K=17.550895113930405 N=18815 kv=16.405950749269028 o=0.22925917313733837 tau=1.3008262441172656 tauv=1.306191070530006 v=0.21295992170059408
K=17.550895113930405 N=18815 kv=16.34585498560461 o=0.23117669931470022 tau=1.2581994251081385 tauv=1.27257899462745 v=0.16470982812331764
K=17.550895113930405 N=18815 kv=16.400276901901186 o=0.22845099271487376 tau=1.297984730025373 tauv=1.3214821235053988 v=0.20482453000230924
K=17.550895113930405 N=18815 kv=16.370972278479112 o=0.21386254949407107 tau=1.2739513867477064 tauv=1.2774943445104816 v=0.18112944023119867
K=17.550895113930405 N=18815 kv=16.392469863977457 o=0.20889526072343242 tau=1.3102533099756637 tauv=1.3201764894243235 v=0.227944494491355
K=17.550895113930405 N=18815 kv=16.39502315225533 o=0.22768286932450219 tau=1.2771857367931405 tauv=1.2872072921479785 v=0.20005733196542042
K=17.550895113930405 N=18815 kv=16.409274402446275 o=0.2116652980091132 tau=1.334662118070039 tauv=1.3172695400183858 v=0.20495761179036
K=17.550895113930405 N=18815 kv=16.397828429080192 o=0.23140949020667706 tau=1.3030740893449442 tauv=1.309811296776089 v=0.21904331814959233
K=17.550895113930405 N=18815 kv=16.405295974967647 o=0.21172576721746483 tau=1.310211019654283 tauv=1.3099461951942508 v=0.18868413867052067
K=17.550895113930405 N=18815 kv=16.386689838029643 o=0.2006475706307716 tau=1.3323097001112827 tauv=1.3148719338923567 v=0.1784127833980462
K=17.550895113930405 N=18815 kv=16.403523690698762 o=0.20523249429006923 tau=1.3389244913023526 tauv=1.3388473044190095 v=0.2255237209427205
K=17.550895113930405 N=18815 kv=16.40649855925559 o=0.21787210224325643 tau=1.358423473111661 tauv=1.3453073920705905 v=0.21979253047939357
K=17.550895113930405 N=18815 kv=16.381323405237662 o=0.1614905222074536 tau=1.363906813370372 tauv=1.3616383219348331 v=0.19809503595778083
K=17.550895113930405 N=18815 kv=16.40194831712771 o=0.20529803550731374 tau=1.3209631819809533 tauv=1.3238241137102664 v=0.20810620124441961
K=17.550895113930405 N=18815 kv=16.403450281149816 o=0.2357919954673194 tau=1.3018744252606989 tauv=1.3178747321305768 v=0.18908268377567494
K=17.550895113930405 N=18815 kv=16.33332826410758 o=0.24185307752715096 tau=1.2857291341880335 tauv=1.2856819585497072 v=0.16861397058851743
K=17.550895113930405 N=18815 kv=16.34585498560461 o=0.21812198633656965 tau=1.27257899462745 tauv=1.27257899462745 v=0.17327560216661367
K=17.550895113930405 N=18815 kv=16.385467101559716 o=0.20270394794547178 tau=1.3023249667156875 tauv=1.3023249667156875 v=0.18947359760520835
K=17.550895113930405 N=18815 kv=16.386689838029643 o=0.22117204987269254 tau=1.3148719338923567 tauv=1.3148719338923567 v=0.1801938482922648
K=17.550895113930405 N=18815 kv=16.3883860288719 o=0.21205022757052577 tau=1.2862534737526927 tauv=1.2862534737526927 v=0.19254917143066305
K=17.550895113930405 N=18815 kv=16.405295974967647 o=0.22492317948971355 tau=1.3099461951942508 tauv=1.3099461951942508 v=0.1961794920512508
K=17.550895113930405 N=18815 kv=16.405295974967647 o=0.22492317948971355 tau=1.3099461951942508 tauv=1.3099461951942508 v=0.1961794920512508
K=17.550895113930405 N=18815 kv=16.38309394124357 o=0.20716293364605395 tau=1.2812131291774704 tauv=1.2812131291774704 v=0.19233844435366215
K=17.550895113930405 N=18815 kv=16.370972278479112 o=0.2105349067191403 tau=1.2774943445104816 tauv=1.2774943445104816 v=0.1846951655617153
K=17.550895113930405 N=18815 kv=16.418676727948263 o=0.19377558234775905 tau=1.3721040660431352 tauv=1.3721040660431352 v=0.1994996422447689
K=17.550895113930405 N=18815 kv=16.39344051821147 o=0.2353388441529681 tau=1.2977713617288473 tauv=1.2977713617288473 v=0.18529447143482725
K=17.550895113930405 N=18815 kv=16.403553049396333 o=0.2224932680708883 tau=1.3106038835403415 tauv=1.3106038835403415 v=0.19393802329391344
K=17.550895113930405 N=18815 kv=16.39629240574462 o=0.22431911584740466 tau=1.2911017233501592 tauv=1.2911017233501592 v=0.1934481285218798
K=17.550895113930405 N=18815 kv=16.403050861829616 o=0.24569140472754095 tau=1.3073882280683584 tauv=1.3073882280683584 v=0.1899737936195826
K=17.550895113930405 N=18815 kv=16.40370563053712 o=0.2257248564115003 tau=1.2985510696519875 tauv=1.2985510696519875 v=0.20574325223174297
K=17.550895113930405 N=18815 kv=16.33332826410758 o=0.23007046461413366 tau=1.2856819585497072 tauv=1.2856819585497072 v=0.1641585219918522
K=17.550895113930405 N=18815 kv=16.409274402446275 o=0.22196609253222307 tau=1.3172695400183858 tauv=1.3172695400183858 v=0.20291944189706265
K=17.550895113930405 N=18815 kv=16.384508593226 o=0.21230066580561033 tau=1.3081185560637554 tauv=1.3081185560637554 v=0.18351256408367916
K=17.550895113930405 N=18815 kv=16.409951128993463 o=0.21868236078292147 tau=1.3393896237735483 tauv=1.3393896237735483 v=0.18997156885794572
K=17.550895113930405 N=18815 kv=16.35982955010165 o=0.20563907678745275 tau=1.2855467498856623 tauv=1.2855467498856623 v=0.1799068291460072
K=17.550895113930405 N=18815 kv=16.403450281149816 o=0.2162729521544841 tau=1.3178747321305768 tauv=1.3178747321305768 v=0.19284761406163983
K=17.550895113930405 N=18815 kv=16.40449868584439 o=0.18668484747649863 tau=1.3600190864720263 tauv=1.3600190864720263 v=0.19340844545175706
K=17.550895113930405 N=18815 kv=16.419822131802157 o=0.20704065336052666 tau=1.3668274668416822 tauv=1.3668274668416822 v=0.1945323903006244
K=17.550895113930405 N=18815 kv=16.37322604063114 o=0.1999831685081469 tau=1.2920202961128413 tauv=1.2920202961128413 v=0.1865695044502579
K=17.550895113930405 N=18815 kv=16.382640921264688 o=0.20176996923573506 tau=1.3230087180444317 tauv=1.3230087180444317 v=0.18297555246499927
K=17.550895113930405 N=18815 kv=16.32055627053067 o=0.19868726863129568 tau=1.3082782560964996 tauv=1.3082782560964996 v=0.16709613837003814
K=17.550895113930405 N=18815 kv=16.40942815132363 o=0.2136461216390948 tau=1.3275201932274585 tauv=1.3275201932274585 v=0.19748221882866157
K=17.550895113930405 N=18815 kv=16.386689838029643 o=0.22117204987269254 tau=1.3148719338923567 tauv=1.3148719338923567 v=0.1801938482922648
K=17.550895113930405 N=18815 kv=16.40370563053712 o=0.2257248564115003 tau=1.2985510696519875 tauv=1.2985510696519875 v=0.20574325223174297
K=17.550895113930405 N=18815 kv=16.418676727948263 o=0.19377558234775905 tau=1.3721040660431352 tauv=1.3721040660431352 v=0.1994996422447689
K=17.550895113930405 N=18815 kv=16.414775504486723 o=0.2052678404706509 tau=1.3452850456142118 tauv=1.3452850456142118 v=0.20235772922687312
K=17.550895113930405 N=18815 kv=16.391133193033436 o=0.21116215458701518 tau=1.2785040139635409 tauv=1.2785040139635409 v=0.1993886607803041
K=17.550895113930405 N=18815 kv=16.414851537779427 o=0.22874447505861503 tau=1.333881660190205 tauv=1.333881660190205 v=0.1993499809257113
K=17.550895113930405 N=18815 kv=16.381872084174685 o=0.2355903754052508 tau=1.328660094001763 tauv=1.328660094001763 v=0.1715510980602619
K=17.550895113930405 N=18815 kv=16.382003234274254 o=0.21149515708163794 tau=1.2808134546745984 tauv=1.2808134546745984 v=0.1897685106767536
K=17.550895113930405 N=18815 kv=16.38573868378351 o=0.20939392257283324 tau=1.277075453486212 tauv=1.277075453486212 v=0.19492384827894277
K=17.550895113930405 N=18815 kv=16.35637526008637 o=0.193065622760095 tau=1.3179377155349212 tauv=1.3179377155349212 v=0.2506050631149756
K=17.550895113930405 N=18815 kv=16.406477024637926 o=0.2261243353208001 tau=1.3359273822533442 tauv=1.3359273822533442 v=0.21964097647067207
K=17.550895113930405 N=18815 kv=16.405950749269028 o=0.2342379614966613 tau=1.306191070530006 tauv=1.306191070530006 v=0.20682794393814272
K=17.550895113930405 N=18815 kv=16.384876678951144 o=0.2096989783473849 tau=1.2882785128897034 tauv=1.2882785128897034 v=0.1902064758055687
K=17.550895113930405 N=18815 kv=16.419822131802157 o=0.20704065336052666 tau=1.3668274668416822 tauv=1.3668274668416822 v=0.1945323903006244
K=17.550895113930405 N=18815 kv=16.3797303462455 o=0.18698260291715446 tau=1.3382164048690726 tauv=1.3382164048690726 v=0.18462224113110112
K=17.550895113930405 N=18815 kv=16.386689838029643 o=0.22117204987269254 tau=1.3148719338923567 tauv=1.3148719338923567 v=0.1801938482922648
K=17.550895113930405 N=18815 kv=16.419307007922477 o=0.21547685066480401 tau=1.3516077758121876 tauv=1.3516077758121876 v=0.20321804363762502
K=17.550895113930405 N=18815 kv=16.394290351400727 o=0.21862761398765496 tau=1.2968886314514587 tauv=1.2968886314514587 v=0.19112473883989683
K=17.550895113930405 N=18815 kv=16.401738928866322 o=0.21279408268529512 tau=1.306915591018617 tauv=1.306915591018617 v=0.19786054228523792
K=17.550895113930405 N=18815 kv=16.33332826410758 o=0.23007046461413366 tau=1.2856819585497072 tauv=1.2856819585497072 v=0.1641585219918522
